FECHA_DIA;WX_GUST_MAX;WX_GUST_MEAN;WX_PRECIP_PROB_MAX;WX_PRECIP_MAX_HOURLY;WX_PRECIP_HOURS;WX_HEAVY_RAIN_HOURS;WX_PRESSURE_MEAN;WX_DEWPOINT_MEAN;WX_VISIBILITY_MIN;WX_CAPE_MAX;WX_CAPE_MEAN;WX_VPD_MAX;WX_VPD_MEAN;WX_SOIL_MOISTURE_SURFACE_MEAN;WX_SOIL_MOISTURE_DEEP_MEAN;WX_ET0_SUM;WX_LOW_HUMIDITY_HOURS;WX_TEMP_MAX;WX_HUMIDITY_MIN;WX_WIND_MAX;WX_PRESSURE_RANGE;WX_WIND_RAIN_INDEX;WX_FIRE_WEATHER_INDEX
2022-02-17;57.2;36.9375;;0.0;0.0;0.0;1014.3166666666666;11.108333333333334;24140.0;0.0;0.0;1.21;0.5612499999999999;;;4.7;0.0;20.9;51;32.9;2.7000000000000455;0.0;189.618
2022-02-18;58.0;42.675000000000004;;0.0;0.0;0.0;1014.2375000000001;10.483333333333333;24140.0;0.0;0.0;1.04;0.5054166666666667;;;4.48;0.0;19.6;55;34.0;2.7999999999999545;0.0;177.48000000000002
2022-02-19;54.0;38.25833333333333;;0.0;0.0;0.0;1017.3666666666667;13.424999999999999;24140.0;0.0;0.0;0.77;0.29458333333333336;;;3.61;0.0;20.0;67;28.6;1.900000000000091;0.0;143.37
2022-02-20;49.7;37.333333333333336;;0.0;0.0;0.0;1015.725;11.6625;23880.0;0.0;0.0;0.7;0.4070833333333333;;;3.83;0.0;18.2;65;25.3;2.699999999999932;0.0;126.73500000000001
2022-02-21;38.5;23.854166666666668;;0.0;0.0;0.0;1012.4375;11.6875;24140.0;0.0;0.0;0.82;0.39208333333333334;;;3.5100000000000002;0.0;18.8;61;19.1;2.099999999999909;0.0;105.10499999999999
2022-02-22;46.8;31.0625;;0.1;0.0;0.0;1014.0333333333333;13.029166666666667;24140.0;0.0;0.0;0.56;0.3070833333333333;;;3.39;0.0;18.4;73;23.4;2.5;4.460516414842403;109.512
2022-02-23;58.0;35.30416666666667;;0.2;2.0;0.0;1014.1166666666667;13.025;8840.0;300.0;84.16666666666667;0.52;0.2325;;;2.77;0.0;17.5;74;30.6;5.399999999999977;10.57465029404937;132.24
2022-02-24;46.8;35.333333333333336;;0.8;10.0;0.0;1016.9708333333333;13.875;6240.0;30.0;5.833333333333333;0.44;0.19791666666666666;;;3.03;0.0;18.3;79;25.6;1.900000000000091;27.50841591741917;101.088
2022-02-25;29.2;16.55;;0.0;0.0;0.0;1016.9083333333333;13.9375;24140.0;0.0;0.0;0.39;0.15208333333333332;;;3.2399999999999998;0.0;18.0;81;12.4;2.3999999999999773;0.0;60.882000000000005
2022-02-26;30.6;22.983333333333334;;0.7;4.0;0.0;1018.2125;14.191666666666668;24140.0;10.0;1.6666666666666667;0.66;0.26833333333333337;;;3.3;0.0;19.4;70;13.0;1.900000000000091;16.237224482502413;76.19400000000002
2022-02-27;47.2;30.525000000000002;;0.1;0.0;0.0;1020.6708333333332;11.870833333333332;24140.0;30.0;5.0;0.85;0.45916666666666667;;;3.91;0.0;19.0;60;27.7;3.5;4.498640486764134;130.98000000000002
2022-02-28;68.4;40.99166666666667;;0.0;0.0;0.0;1020.4499999999999;9.833333333333334;24140.0;0.0;0.0;1.31;0.5941666666666666;;;4.43;0.0;21.2;47;38.3;4.7999999999999545;0.0;237.00600000000003
2022-03-01;59.8;42.5875;;0.0;0.0;0.0;1018.6125000000001;11.479166666666666;24140.0;0.0;0.0;1.1;0.52875;;;4.16;0.0;20.3;54;33.9;2.2999999999999545;0.0;188.37
2022-03-02;67.0;44.00833333333333;;0.0;0.0;0.0;1012.9250000000001;14.424999999999999;24140.0;0.0;0.0;0.96;0.4679166666666667;;;3.95;0.0;22.1;64;37.3;9.300000000000068;0.0;196.98
